nodenumber;    x-coordinate;    y-coordinate;    z-coordinate;skin-friction-coef
8576; 3.364639878E-01;-2.547237091E-02; 3.099999949E-02; 1.193999350E-01
8594; 3.379521668E-01;-2.544334158E-02; 3.099999949E-02; 1.213915795E-01
8603; 3.239306808E-01;-2.542781085E-02; 3.099999949E-02; 1.502799243E-02
8608; 3.394404352E-01;-2.541534044E-02; 3.099999949E-02; 1.159054786E-01
8634; 3.409287930E-01;-2.538872696E-02; 3.099999763E-02; 9.171873331E-02
8653; 3.281306624E-01;-2.536446787E-02; 3.100000136E-02; 2.086775750E-02
8655; 3.424172401E-01;-2.536385693E-02; 3.099999949E-02; 1.189319491E-01
8672; 3.439058065E-01;-2.534102090E-02; 3.099999949E-02; 3.699229360E-01
8689; 3.453944325E-01;-2.532020025E-02; 3.099999949E-02; 7.340629697E-01
8702; 3.468831182E-01;-2.530127950E-02; 3.099999949E-02; 9.000068903E-01
8714; 3.483718932E-01;-2.528414503E-02; 3.099999949E-02; 9.075415730E-01
8729; 3.498607278E-01;-2.526868507E-02; 3.099999949E-02; 8.669437170E-01
8740; 3.513496220E-01;-2.525478601E-02; 3.099999949E-02; 7.741078138E-01
8747; 3.528385460E-01;-2.524233423E-02; 3.099999949E-02; 7.021138668E-01
8756; 3.543275297E-01;-2.523121610E-02; 3.099999949E-02; 7.116310596E-01
8767; 3.558165431E-01;-2.522131801E-02; 3.099999949E-02; 6.250321865E-01
8773; 3.573056161E-01;-2.521252446E-02; 3.099999949E-02; 4.481804371E-01
8776; 3.587947488E-01;-2.520472556E-02; 3.099999949E-02; 4.706746936E-01
8783; 3.602839112E-01;-2.519780584E-02; 3.099999949E-02; 6.294879317E-01
8791; 3.617731035E-01;-2.519165166E-02; 3.099999949E-02; 6.798832417E-01
8796; 3.632623553E-01;-2.518614940E-02; 3.099999949E-02; 5.707670450E-01
8801; 3.647516370E-01;-2.518118545E-02; 3.099999949E-02; 5.082217455E-01
8807; 3.662409484E-01;-2.517664805E-02; 3.099999949E-02; 5.410816669E-01
8811; 3.677302897E-01;-2.517241985E-02; 3.099999949E-02; 4.882839322E-01
8819; 3.692196906E-01;-2.516838908E-02; 3.099999949E-02; 4.097977281E-01
8822; 3.707090914E-01;-2.516444400E-02; 3.099999949E-02; 3.975317776E-01
8828; 3.721985221E-01;-2.516046725E-02; 3.099999949E-02; 4.018085599E-01
8831; 3.736879528E-01;-2.515634894E-02; 3.099999949E-02; 3.759163320E-01
8835; 3.751774430E-01;-2.515197173E-02; 3.099999949E-02; 3.245306313E-01
8838; 3.766669333E-01;-2.514722385E-02; 3.099999949E-02; 2.818820775E-01
8840; 3.239306808E-01;-2.514441125E-02; 3.099999949E-02; 2.969774418E-02
8844; 3.781564236E-01;-2.514199167E-02; 3.099999949E-02; 3.071669340E-01
8846; 3.796459436E-01;-2.513616160E-02; 3.099999949E-02; 3.754964173E-01
8854; 3.811354637E-01;-2.512961812E-02; 3.099999949E-02; 4.432368577E-01
8862; 3.826250136E-01;-2.512224950E-02; 3.099999949E-02; 5.026708245E-01
